nba_player_id,nba_player_url,scrape_status,error,birthday,recruiting_year,recruiting_rank,college_url,college_player_id,height_inches,weight_lb
lemonwa01,https://www.basketball-reference.com/players/l/lemonwa01.html,ok,,1992-07-26,,,https://www.sports-reference.com/cbb/players/walt-lemon--1.html,walt-lemon--1,75.0,180.0
lydonty01,https://www.basketball-reference.com/players/l/lydonty01.html,ok,,1996-04-09,2015.0,72.0,https://www.sports-reference.com/cbb/players/tyler-lydon-1.html,tyler-lydon-1,82.0,225.0
magetjo01,https://www.basketball-reference.com/players/m/magetjo01.html,ok,,1989-11-28,,,,,73.0,160.0
markkla01,https://www.basketball-reference.com/players/m/markkla01.html,ok,,1997-05-22,2016.0,72.0,https://www.sports-reference.com/cbb/players/lauri-markkanen-1.html,lauri-markkanen-1,85.0,240.0
masonfr01,https://www.basketball-reference.com/players/m/masonfr01.html,ok,,1994-04-03,2013.0,89.0,https://www.sports-reference.com/cbb/players/frank-mason-1.html,frank-mason-1,71.0,190.0
mathima01,https://www.basketball-reference.com/players/m/mathima01.html,ok,,1992-10-08,,,https://www.sports-reference.com/cbb/players/mangok-mathiang-1.html,mangok-mathiang-1,82.0,230.0
mccreer01,https://www.basketball-reference.com/players/m/mccreer01.html,ok,,1993-12-20,,,https://www.sports-reference.com/cbb/players/erik-mccree-1.html,erik-mccree-1,80.0,225.0
mckinal01,https://www.basketball-reference.com/players/m/mckinal01.html,ok,,1992-09-17,,,https://www.sports-reference.com/cbb/players/alfonzo-mckinnie-1.html,alfonzo-mckinnie-1,79.0,215.0
mckintr01,https://www.basketball-reference.com/players/m/mckintr01.html,ok,,1990-08-27,,,https://www.sports-reference.com/cbb/players/trey-mckinney-jones-1.html,trey-mckinney-jones-1,77.0,220.0
millema01,https://www.basketball-reference.com/players/m/millema01.html,ok,,1993-03-06,,,https://www.sports-reference.com/cbb/players/malcolm-miller-1.html,malcolm-miller-1,79.0,210.0
mitchdo01,https://www.basketball-reference.com/players/m/mitchdo01.html,ok,,1996-09-07,2015.0,27.0,https://www.sports-reference.com/cbb/players/donovan-mitchell-1.html,donovan-mitchell-1,74.0,215.0
mitrona01,https://www.basketball-reference.com/players/m/mitrona01.html,ok,,1993-08-03,,,https://www.sports-reference.com/cbb/players/nazareth-mitrou-long-1.html,nazareth-mitrou-long-1,75.0,218.0
monkma01,https://www.basketball-reference.com/players/m/monkma01.html,ok,,1998-02-04,2016.0,9.0,https://www.sports-reference.com/cbb/players/malik-monk-1.html,malik-monk-1,75.0,200.0
moorebe01,https://www.basketball-reference.com/players/m/moorebe01.html,ok,,1995-05-13,,,https://www.sports-reference.com/cbb/players/ben-moore-1.html,ben-moore-1,80.0,220.0
morrija01,https://www.basketball-reference.com/players/m/morrija01.html,ok,,1995-09-19,,,,,77.0,185.0
morrimo01,https://www.basketball-reference.com/players/m/morrimo01.html,ok,,1995-06-27,,,https://www.sports-reference.com/cbb/players/monte-morris-1.html,monte-morris-1,74.0,183.0
motlejo01,https://www.basketball-reference.com/players/m/motlejo01.html,ok,,1995-05-04,,,https://www.sports-reference.com/cbb/players/johnathan-motley-1.html,johnathan-motley-1,80.0,230.0
naderab01,https://www.basketball-reference.com/players/n/naderab01.html,ok,,1993-09-25,,,https://www.sports-reference.com/cbb/players/abdel-nader-1.html,abdel-nader-1,77.0,225.0
ntilila01,https://www.basketball-reference.com/players/n/ntilila01.html,ok,,1998-07-28,,,,,76.0,200.0
ojelese01,https://www.basketball-reference.com/players/o/ojelese01.html,ok,,1994-12-05,2013.0,32.0,https://www.sports-reference.com/cbb/players/semi-ojeleye-1.html,semi-ojeleye-1,78.0,240.0
onealro01,https://www.basketball-reference.com/players/o/onealro01.html,ok,,1993-06-05,,,https://www.sports-reference.com/cbb/players/royce-oneale-1.html,royce-oneale-1,78.0,226.0
osmande01,https://www.basketball-reference.com/players/o/osmande01.html,ok,,1995-04-08,,,,,79.0,230.0
paigema01,https://www.basketball-reference.com/players/p/paigema01.html,ok,,1993-09-11,2012.0,28.0,https://www.sports-reference.com/cbb/players/marcus-paige-1.html,marcus-paige-1,72.0,164.0
pattoju01,https://www.basketball-reference.com/players/p/pattoju01.html,ok,,1997-06-14,2015.0,63.0,https://www.sports-reference.com/cbb/players/justin-patton-1.html,justin-patton-1,83.0,241.0
paulbr01,https://www.basketball-reference.com/players/p/paulbr01.html,ok,,1991-04-30,2009.0,49.0,https://www.sports-reference.com/cbb/players/brandon-paul-1.html,brandon-paul-1,76.0,200.0
perralo01,https://www.basketball-reference.com/players/p/perralo01.html,ok,,1994-10-03,,,https://www.sports-reference.com/cbb/players/london-perrantes-1.html,london-perrantes-1,74.0,200.0
peteral01,https://www.basketball-reference.com/players/p/peteral01.html,ok,,1995-04-13,,,https://www.sports-reference.com/cbb/players/alec-peters-1.html,alec-peters-1,81.0,235.0
pulleja01,https://www.basketball-reference.com/players/p/pulleja01.html,ok,,1989-11-10,,,https://www.sports-reference.com/cbb/players/jacob-pullen-1.html,jacob-pullen-1,73.0,200.0
purviro01,https://www.basketball-reference.com/players/p/purviro01.html,ok,,1994-02-14,2012.0,17.0,https://www.sports-reference.com/cbb/players/rodney-purvis-1.html,rodney-purvis-1,76.0,205.0
qizh01,https://www.basketball-reference.com/players/q/qizh01.html,ok,,1996-01-16,,,,,85.0,210.0
rabbiv01,https://www.basketball-reference.com/players/r/rabbiv01.html,ok,,1997-02-04,2015.0,5.0,https://www.sports-reference.com/cbb/players/ivan-rabb-1.html,ivan-rabb-1,82.0,220.0
rathaxa01,https://www.basketball-reference.com/players/r/rathaxa01.html,ok,,1994-04-29,2013.0,43.0,https://www.sports-reference.com/cbb/players/xavier-rathan-mayes-1.html,xavier-rathan-mayes-1,76.0,208.0
reedda01,https://www.basketball-reference.com/players/r/reedda01.html,ok,,1995-06-11,,,https://www.sports-reference.com/cbb/players/davon-reed-1.html,davon-reed-1,77.0,206.0
robinde01,https://www.basketball-reference.com/players/r/robinde01.html,ok,,1995-03-07,2014.0,20.0,https://www.sports-reference.com/cbb/players/devin-robinson-1.html,devin-robinson-1,80.0,200.0
simmobe01,https://www.basketball-reference.com/players/s/simmobe01.html,ok,,1996-07-20,2015.0,1.0,https://www.sports-reference.com/cbb/players/ben-simmons-1.html,ben-simmons-1,82.0,240.0
simmoko01,https://www.basketball-reference.com/players/s/simmoko01.html,ok,,1997-07-04,2016.0,24.0,https://www.sports-reference.com/cbb/players/kobi-simmons-1.html,kobi-simmons-1,77.0,180.0
smithde03,https://www.basketball-reference.com/players/s/smithde03.html,ok,,1997-11-25,2016.0,49.0,https://www.sports-reference.com/cbb/players/dennis-smithjr-1.html,dennis-smithjr-1,74.0,205.0
sumneed01,https://www.basketball-reference.com/players/s/sumneed01.html,ok,,1995-12-31,,,https://www.sports-reference.com/cbb/players/edmond-sumner-1.html,edmond-sumner-1,76.0,190.0
swanica01,https://www.basketball-reference.com/players/s/swanica01.html,ok,,1997-04-18,2015.0,16.0,https://www.sports-reference.com/cbb/players/caleb-swanigan-1.html,caleb-swanigan-1,81.0,260.0
tatumja01,https://www.basketball-reference.com/players/t/tatumja01.html,ok,,1998-03-03,2016.0,3.0,https://www.sports-reference.com/cbb/players/jayson-tatum-1.html,jayson-tatum-1,80.0,210.0
teodomi01,https://www.basketball-reference.com/players/t/teodomi01.html,ok,,1987-03-19,,,,,77.0,196.0
theisda01,https://www.basketball-reference.com/players/t/theisda01.html,ok,,1992-04-04,,,,,80.0,245.0
thornsi01,https://www.basketball-reference.com/players/t/thornsi01.html,ok,,1994-11-15,2013.0,34.0,https://www.sports-reference.com/cbb/players/sindarius-thornwell-1.html,sindarius-thornwell-1,76.0,215.0
wallaty01,https://www.basketball-reference.com/players/w/wallaty01.html,ok,,1994-06-10,2012.0,94.0,https://www.sports-reference.com/cbb/players/tyrone-wallace-1.html,tyrone-wallace-1,77.0,198.0
waltode01,https://www.basketball-reference.com/players/w/waltode01.html,ok,,1995-04-03,2013.0,44.0,https://www.sports-reference.com/cbb/players/derrick-walton-1.html,derrick-walton-1,72.0,189.0
warneja01,https://www.basketball-reference.com/players/w/warneja01.html,ok,,1994-01-31,,,https://www.sports-reference.com/cbb/players/jameel-warney-1.html,jameel-warney-1,80.0,260.0
webbja01,https://www.basketball-reference.com/players/w/webbja01.html,ok,,1993-08-19,,,https://www.sports-reference.com/cbb/players/james-webb-1.html,james-webb-1,81.0,202.0
whitean01,https://www.basketball-reference.com/players/w/whitean01.html,ok,,1993-06-16,2012.0,52.0,https://www.sports-reference.com/cbb/players/andrew-whiteiii-1.html,andrew-whiteiii-1,79.0,210.0
whitede01,https://www.basketball-reference.com/players/w/whitede01.html,ok,,1994-07-02,,,https://www.sports-reference.com/cbb/players/derrick-white-1.html,derrick-white-1,76.0,190.0
wileyja01,https://www.basketball-reference.com/players/w/wileyja01.html,ok,,1994-09-04,,,https://www.sports-reference.com/cbb/players/jacob-wiley-1.html,jacob-wiley-1,80.0,223.0
willicj01,https://www.basketball-reference.com/players/w/willicj01.html,ok,,1990-02-06,,,https://www.sports-reference.com/cbb/players/cj-williams-2.html,cj-williams-2,77.0,234.0
willima05,https://www.basketball-reference.com/players/w/willima05.html,ok,,1993-10-14,,,https://www.sports-reference.com/cbb/players/matt-williams-4.html,matt-williams-4,77.0,210.0
wilsodj01,https://www.basketball-reference.com/players/w/wilsodj01.html,ok,,1996-02-19,,,https://www.sports-reference.com/cbb/players/dj-wilson-1.html,dj-wilson-1,82.0,231.0
wilsoja02,https://www.basketball-reference.com/players/w/wilsoja02.html,ok,,1990-11-21,,,https://www.sports-reference.com/cbb/players/jamil-wilson-1.html,jamil-wilson-1,79.0,229.0
yabusgu01,https://www.basketball-reference.com/players/y/yabusgu01.html,ok,,1995-12-17,,,,,79.0,265.0
zizican01,https://www.basketball-reference.com/players/z/zizican01.html,ok,,1997-01-04,,,,,82.0,266.0
adamsja01,https://www.basketball-reference.com/players/a/adamsja01.html,ok,,1996-05-04,,,https://www.sports-reference.com/cbb/players/jaylen-adams-1.html,jaylen-adams-1,72.0,225.0
adelde01,https://www.basketball-reference.com/players/a/adelde01.html,ok,,1997-02-01,2015.0,34.0,https://www.sports-reference.com/cbb/players/deng-adel-1.html,deng-adel-1,79.0,200.0
akoonde01,https://www.basketball-reference.com/players/a/akoonde01.html,ok,,1993-06-05,,,https://www.sports-reference.com/cbb/players/devaughn-akoon-purcell-1.html,devaughn-akoon-purcell-1,78.0,200.0
alkinra01,https://www.basketball-reference.com/players/a/alkinra01.html,ok,,1997-10-29,2016.0,21.0,https://www.sports-reference.com/cbb/players/rawle-alkins-1.html,rawle-alkins-1,77.0,225.0
allengr01,https://www.basketball-reference.com/players/a/allengr01.html,ok,,1995-10-08,2014.0,24.0,https://www.sports-reference.com/cbb/players/grayson-allen-1.html,grayson-allen-1,75.0,198.0
antetko01,https://www.basketball-reference.com/players/a/antetko01.html,ok,,1997-11-20,,,https://www.sports-reference.com/cbb/players/kostas-antetokounmpo-1.html,kostas-antetokounmpo-1,82.0,200.0
aytonde01,https://www.basketball-reference.com/players/a/aytonde01.html,ok,,1998-07-23,2017.0,3.0,https://www.sports-reference.com/cbb/players/deandre-ayton-1.html,deandre-ayton-1,84.0,252.0
baglema01,https://www.basketball-reference.com/players/b/baglema01.html,ok,,1999-03-14,2017.0,1.0,https://www.sports-reference.com/cbb/players/marvin-bagleyiii-1.html,marvin-bagleyiii-1,82.0,235.0
bambamo01,https://www.basketball-reference.com/players/b/bambamo01.html,ok,,1998-05-12,2017.0,4.0,https://www.sports-reference.com/cbb/players/mohamed-bamba-1.html,mohamed-bamba-1,84.0,231.0
bateske01,https://www.basketball-reference.com/players/b/bateske01.html,ok,,1996-01-23,2014.0,29.0,https://www.sports-reference.com/cbb/players/keita-bates-diop-1.html,keita-bates-diop-1,80.0,229.0
bertada02,https://www.basketball-reference.com/players/b/bertada02.html,ok,,1989-09-09,,,,,76.0,183.0
blossja01,https://www.basketball-reference.com/players/b/blossja01.html,ok,,1993-09-16,,,https://www.sports-reference.com/cbb/players/jaron-blossomgame-1.html,jaron-blossomgame-1,80.0,220.0
boldejo01,https://www.basketball-reference.com/players/b/boldejo01.html,ok,,1996-01-02,2014.0,36.0,https://www.sports-reference.com/cbb/players/jonah-bolden-1.html,jonah-bolden-1,80.0,225.0
bongais01,https://www.basketball-reference.com/players/b/bongais01.html,ok,,1999-11-08,,,,,80.0,180.0
bridgmi01,https://www.basketball-reference.com/players/b/bridgmi01.html,ok,,1996-08-30,2014.0,96.0,https://www.sports-reference.com/cbb/players/mikal-bridges-1.html,mikal-bridges-1,78.0,209.0
bridgmi02,https://www.basketball-reference.com/players/b/bridgmi02.html,ok,,1998-03-21,2016.0,10.0,https://www.sports-reference.com/cbb/players/miles-bridges-1.html,miles-bridges-1,79.0,225.0
briscis01,https://www.basketball-reference.com/players/b/briscis01.html,ok,,1996-04-13,2015.0,11.0,https://www.sports-reference.com/cbb/players/isaiah-briscoe-1.html,isaiah-briscoe-1,75.0,215.0
broekry01,https://www.basketball-reference.com/players/b/broekry01.html,ok,,1990-08-23,,,https://www.sports-reference.com/cbb/players/ryan-broekhoff-1.html,ryan-broekhoff-1,78.0,215.0
brownbr01,https://www.basketball-reference.com/players/b/brownbr01.html,ok,,1996-08-15,2016.0,26.0,https://www.sports-reference.com/cbb/players/bruce-brown-2.html,bruce-brown-2,76.0,202.0
browntr01,https://www.basketball-reference.com/players/b/browntr01.html,ok,,1999-07-28,2017.0,12.0,https://www.sports-reference.com/cbb/players/troy-brown-5.html,troy-brown-5,79.0,215.0
brunsja01,https://www.basketball-reference.com/players/b/brunsja01.html,ok,,1996-08-31,2015.0,19.0,https://www.sports-reference.com/cbb/players/jalen-brunson-1.html,jalen-brunson-1,74.0,190.0
burtode02,https://www.basketball-reference.com/players/b/burtode02.html,ok,,1994-01-31,2013.0,54.0,https://www.sports-reference.com/cbb/players/deonte-burton-2.html,deonte-burton-2,76.0,240.0
carteje01,https://www.basketball-reference.com/players/c/carteje01.html,ok,,1995-09-14,,,https://www.sports-reference.com/cbb/players/jevon-carter-1.html,jevon-carter-1,72.0,200.0
cartewe01,https://www.basketball-reference.com/players/c/cartewe01.html,ok,,1999-04-16,2017.0,7.0,https://www.sports-reference.com/cbb/players/wendell-carterjr-1.html,wendell-carterjr-1,82.0,270.0
caupatr01,https://www.basketball-reference.com/players/c/caupatr01.html,ok,,1995-11-29,,,https://www.sports-reference.com/cbb/players/troy-caupain-1.html,troy-caupain-1,76.0,210.0
chealjo01,https://www.basketball-reference.com/players/c/chealjo01.html,ok,,1995-11-01,,,https://www.sports-reference.com/cbb/players/joe-chealey-1.html,joe-chealey-1,76.0,190.0
chiozch01,https://www.basketball-reference.com/players/c/chiozch01.html,ok,,1995-11-21,2014.0,49.0,https://www.sports-reference.com/cbb/players/chris-chiozza-1.html,chris-chiozza-1,71.0,179.0
clarkga01,https://www.basketball-reference.com/players/c/clarkga01.html,ok,,1994-11-16,,,https://www.sports-reference.com/cbb/players/gary-clark-2.html,gary-clark-2,78.0,225.0
colsobo01,https://www.basketball-reference.com/players/c/colsobo01.html,ok,,1996-01-12,,,https://www.sports-reference.com/cbb/players/bonzie-colson-1.html,bonzie-colson-1,78.0,225.0
creekmi01,https://www.basketball-reference.com/players/c/creekmi01.html,ok,,1992-04-27,,,,,78.0,225.0
davisty01,https://www.basketball-reference.com/players/d/davisty01.html,ok,,1997-05-22,2015.0,33.0,https://www.sports-reference.com/cbb/players/tyler-davis-5.html,tyler-davis-5,82.0,266.0
delgaan01,https://www.basketball-reference.com/players/d/delgaan01.html,ok,,1994-11-20,2014.0,42.0,https://www.sports-reference.com/cbb/players/angel-delgado-1.html,angel-delgado-1,82.0,245.0
derrima01,https://www.basketball-reference.com/players/d/derrima01.html,ok,,1996-02-01,2015.0,93.0,https://www.sports-reference.com/cbb/players/marcus-derrickson-1.html,marcus-derrickson-1,79.0,249.0
diallha01,https://www.basketball-reference.com/players/d/diallha01.html,ok,,1998-07-31,2017.0,46.0,https://www.sports-reference.com/cbb/players/hamidou-diallo-1.html,hamidou-diallo-1,77.0,202.0
divindo01,https://www.basketball-reference.com/players/d/divindo01.html,ok,,1997-01-31,,,https://www.sports-reference.com/cbb/players/donte-divincenzo-1.html,donte-divincenzo-1,76.0,203.0
doncilu01,https://www.basketball-reference.com/players/d/doncilu01.html,ok,,1999-02-28,,,,,80.0,230.0
duvaltr01,https://www.basketball-reference.com/players/d/duvaltr01.html,ok,,1998-08-03,2017.0,5.0,https://www.sports-reference.com/cbb/players/trevon-duval-1.html,trevon-duval-1,74.0,189.0
edwarvi01,https://www.basketball-reference.com/players/e/edwarvi01.html,ok,,1996-04-05,,,https://www.sports-reference.com/cbb/players/vince-edwards-2.html,vince-edwards-2,80.0,225.0
eubandr01,https://www.basketball-reference.com/players/e/eubandr01.html,ok,,1997-02-01,,,https://www.sports-reference.com/cbb/players/drew-eubanks-1.html,drew-eubanks-1,82.0,245.0
evansja02,https://www.basketball-reference.com/players/e/evansja02.html,ok,,1997-06-18,,,https://www.sports-reference.com/cbb/players/jacob-evans-1.html,jacob-evans-1,76.0,210.0
frazime01,https://www.basketball-reference.com/players/f/frazime01.html,ok,,1996-08-30,,,https://www.sports-reference.com/cbb/players/melvin-frazier-1.html,melvin-frazier-1,78.0,210.0
garrebi01,https://www.basketball-reference.com/players/g/garrebi01.html,ok,,1994-10-16,,,https://www.sports-reference.com/cbb/players/billy-garrett-1.html,billy-garrett-1,78.0,215.0
gilesha01,https://www.basketball-reference.com/players/g/gilesha01.html,ok,,1998-04-22,2016.0,2.0,https://www.sports-reference.com/cbb/players/harry-giles-1.html,harry-giles-1,82.0,240.0
gilgesh01,https://www.basketball-reference.com/players/g/gilgesh01.html,ok,,1998-07-12,2017.0,30.0,https://www.sports-reference.com/cbb/players/shai-gilgeous-alexander-1.html,shai-gilgeous-alexander-1,78.0,195.0
goodwbr01,https://www.basketball-reference.com/players/g/goodwbr01.html,ok,,1995-10-02,,,https://www.sports-reference.com/cbb/players/brandon-goodwin-1.html,brandon-goodwin-1,72.0,180.0
grahade01,https://www.basketball-reference.com/players/g/grahade01.html,ok,,1995-02-22,2014.0,65.0,https://www.sports-reference.com/cbb/players/devonte-graham-1.html,devonte-graham-1,73.0,195.0
grantdo01,https://www.basketball-reference.com/players/g/grantdo01.html,ok,,1995-03-19,2014.0,80.0,https://www.sports-reference.com/cbb/players/donte-grantham-1.html,donte-grantham-1,80.0,215.0
hannadu01,https://www.basketball-reference.com/players/h/hannadu01.html,ok,,1993-09-02,,,https://www.sports-reference.com/cbb/players/dusty-hannahs-1.html,dusty-hannahs-1,76.0,195.0
harteis01,https://www.basketball-reference.com/players/h/harteis01.html,ok,,1998-05-05,,,,,84.0,250.0
highsha01,https://www.basketball-reference.com/players/h/highsha01.html,ok,,1996-12-09,,,,,77.0,220.0
holidaa01,https://www.basketball-reference.com/players/h/holidaa01.html,ok,,1996-09-30,2015.0,60.0,https://www.sports-reference.com/cbb/players/aaron-holiday-1.html,aaron-holiday-1,72.0,185.0
huertke01,https://www.basketball-reference.com/players/h/huertke01.html,ok,,1998-08-27,2016.0,53.0,https://www.sports-reference.com/cbb/players/kevin-huerter-1.html,kevin-huerter-1,78.0,198.0
humphis01,https://www.basketball-reference.com/players/h/humphis01.html,ok,,1998-01-05,,,https://www.sports-reference.com/cbb/players/isaac-humphries-1.html,isaac-humphries-1,84.0,255.0
hutchch01,https://www.basketball-reference.com/players/h/hutchch01.html,ok,,1996-04-26,,,https://www.sports-reference.com/cbb/players/chandler-hutchison-1.html,chandler-hutchison-1,78.0,210.0
jacksfr01,https://www.basketball-reference.com/players/j/jacksfr01.html,ok,,1998-05-04,2016.0,14.0,https://www.sports-reference.com/cbb/players/frank-jackson-2.html,frank-jackson-2,75.0,205.0
jacksja02,https://www.basketball-reference.com/players/j/jacksja02.html,ok,,1999-09-15,2017.0,9.0,https://www.sports-reference.com/cbb/players/jaren-jacksonjr-1.html,jaren-jacksonjr-1,82.0,242.0
jeffeam01,https://www.basketball-reference.com/players/j/jeffeam01.html,ok,,1993-05-07,2012.0,21.0,https://www.sports-reference.com/cbb/players/amile-jefferson-1.html,amile-jefferson-1,81.0,222.0
johnsal02,https://www.basketball-reference.com/players/j/johnsal02.html,ok,,1996-04-22,,,https://www.sports-reference.com/cbb/players/alize-johnson-1.html,alize-johnson-1,81.0,212.0
johnsbj01,https://www.basketball-reference.com/players/j/johnsbj01.html,ok,,1995-12-21,,,https://www.sports-reference.com/cbb/players/bj-johnson-2.html,bj-johnson-2,79.0,200.0
jonesje01,https://www.basketball-reference.com/players/j/jonesje01.html,ok,,1995-04-09,,,https://www.sports-reference.com/cbb/players/jemerrio-jones-1.html,jemerrio-jones-1,77.0,174.0
kingge03,https://www.basketball-reference.com/players/k/kingge03.html,ok,,1994-01-15,,,https://www.sports-reference.com/cbb/players/george-king-1.html,george-king-1,78.0,220.0
knoxke01,https://www.basketball-reference.com/players/k/knoxke01.html,ok,,1999-08-11,2017.0,10.0,https://www.sports-reference.com/cbb/players/kevin-knox-1.html,kevin-knox-1,80.0,215.0
kurucro01,https://www.basketball-reference.com/players/k/kurucro01.html,ok,,1998-02-05,,,,,81.0,228.0
loftoza01,https://www.basketball-reference.com/players/l/loftoza01.html,ok,,1992-11-18,,,https://www.sports-reference.com/cbb/players/zach-lofton-1.html,zach-lofton-1,76.0,180.0
loydjo01,https://www.basketball-reference.com/players/l/loydjo01.html,ok,,1993-07-27,,,https://www.sports-reference.com/cbb/players/jordan-loyd-1.html,jordan-loyd-1,76.0,210.0
maconda01,https://www.basketball-reference.com/players/m/maconda01.html,ok,,1995-11-29,,,https://www.sports-reference.com/cbb/players/daryl-macon-1.html,daryl-macon-1,74.0,185.0
macurjp01,https://www.basketball-reference.com/players/m/macurjp01.html,ok,,1995-06-05,,,https://www.sports-reference.com/cbb/players/jp-macura-1.html,jp-macura-1,76.0,203.0
matenya01,https://www.basketball-reference.com/players/m/matenya01.html,ok,,1996-08-14,,,https://www.sports-reference.com/cbb/players/yante-maten-1.html,yante-maten-1,79.0,240.0
mccalta01,https://www.basketball-reference.com/players/m/mccalta01.html,ok,,1994-08-17,,,https://www.sports-reference.com/cbb/players/tahjere-mccall-1.html,tahjere-mccall-1,77.0,190.0
meltode01,https://www.basketball-reference.com/players/m/meltode01.html,ok,,1998-05-28,,,https://www.sports-reference.com/cbb/players/deanthony-melton-1.html,deanthony-melton-1,74.0,200.0
metuch01,https://www.basketball-reference.com/players/m/metuch01.html,ok,,1997-03-22,2015.0,35.0,https://www.sports-reference.com/cbb/players/chimezie-metu-1.html,chimezie-metu-1,82.0,225.0
miltosh01,https://www.basketball-reference.com/players/m/miltosh01.html,ok,,1996-09-26,2015.0,89.0,https://www.sports-reference.com/cbb/players/malik-milton-1.html,malik-milton-1,77.0,205.0
musadz01,https://www.basketball-reference.com/players/m/musadz01.html,ok,,1999-05-08,,,,,81.0,217.0
mykhasv01,https://www.basketball-reference.com/players/m/mykhasv01.html,ok,,1997-06-10,2014.0,95.0,https://www.sports-reference.com/cbb/players/sviatoslav-mykhailiuk-1.html,sviatoslav-mykhailiuk-1,79.0,205.0
okoboel01,https://www.basketball-reference.com/players/o/okoboel01.html,ok,,1997-10-23,,,,,75.0,190.0
okogijo01,https://www.basketball-reference.com/players/o/okogijo01.html,ok,,1998-09-01,,,https://www.sports-reference.com/cbb/players/josh-okogie-1.html,josh-okogie-1,76.0,213.0
pinsoth01,https://www.basketball-reference.com/players/p/pinsoth01.html,ok,,1995-11-05,2014.0,15.0,https://www.sports-reference.com/cbb/players/theo-pinson-1.html,theo-pinson-1,77.0,212.0
reynoca01,https://www.basketball-reference.com/players/r/reynoca01.html,ok,,1995-02-07,,,https://www.sports-reference.com/cbb/players/cameron-reynolds-1.html,cameron-reynolds-1,79.0,225.0
robindu01,https://www.basketball-reference.com/players/r/robindu01.html,ok,,1994-04-22,,,https://www.sports-reference.com/cbb/players/duncan-robinson-1.html,duncan-robinson-1,79.0,215.0
robinje01,https://www.basketball-reference.com/players/r/robinje01.html,ok,,1997-02-22,,,https://www.sports-reference.com/cbb/players/jerome-robinson-2.html,jerome-robinson-2,77.0,190.0
robinmi01,https://www.basketball-reference.com/players/r/robinmi01.html,ok,,1998-04-01,2017.0,8.0,,,84.0,240.0
sampsbr01,https://www.basketball-reference.com/players/s/sampsbr01.html,ok,,1997-05-01,2015.0,57.0,https://www.sports-reference.com/cbb/players/brandon-sampson-1.html,brandon-sampson-1,77.0,184.0
sextoco01,https://www.basketball-reference.com/players/s/sextoco01.html,ok,,1999-01-04,2017.0,6.0,https://www.sports-reference.com/cbb/players/collin-sexton-1.html,collin-sexton-1,75.0,190.0
shamela01,https://www.basketball-reference.com/players/s/shamela01.html,ok,,1997-03-13,,,https://www.sports-reference.com/cbb/players/landry-shamet-1.html,landry-shamet-1,77.0,190.0
siberjo01,https://www.basketball-reference.com/players/s/siberjo01.html,ok,,1992-08-01,2010.0,63.0,https://www.sports-reference.com/cbb/players/jordan-sibert-1.html,jordan-sibert-1,76.0,187.0
simonan01,https://www.basketball-reference.com/players/s/simonan01.html,ok,,1999-06-08,2018.0,7.0,,,75.0,200.0
smithzh01,https://www.basketball-reference.com/players/s/smithzh01.html,ok,,1999-06-04,,,https://www.sports-reference.com/cbb/players/zhaire-smith-1.html,zhaire-smith-1,75.0,205.0
spaldra01,https://www.basketball-reference.com/players/s/spaldra01.html,ok,,1997-03-11,2015.0,41.0,https://www.sports-reference.com/cbb/players/raymond-spalding-1.html,raymond-spalding-1,82.0,215.0
spellom01,https://www.basketball-reference.com/players/s/spellom01.html,ok,,1997-07-21,2016.0,17.0,https://www.sports-reference.com/cbb/players/omari-spellman-1.html,omari-spellman-1,80.0,245.0
terreja01,https://www.basketball-reference.com/players/t/terreja01.html,ok,,1995-02-10,2014.0,68.0,https://www.sports-reference.com/cbb/players/jared-terrell-1.html,jared-terrell-1,75.0,227.0
terryem01,https://www.basketball-reference.com/players/t/terryem01.html,ok,,1996-08-21,,,,,81.0,220.0
thomakh01,https://www.basketball-reference.com/players/t/thomakh01.html,ok,,1996-05-08,,,https://www.sports-reference.com/cbb/players/khyri-thomas-1.html,khyri-thomas-1,75.0,210.0
trentga02,https://www.basketball-reference.com/players/t/trentga02.html,ok,,1999-01-18,2017.0,14.0,https://www.sports-reference.com/cbb/players/gary-trentjr-1.html,gary-trentjr-1,77.0,204.0
trieral01,https://www.basketball-reference.com/players/t/trieral01.html,ok,,1996-01-17,2015.0,12.0,https://www.sports-reference.com/cbb/players/allonzo-trier-1.html,allonzo-trier-1,76.0,200.0
vandeja01,https://www.basketball-reference.com/players/v/vandeja01.html,ok,,1999-04-03,2017.0,13.0,https://www.sports-reference.com/cbb/players/jarred-vanderbilt-1.html,jarred-vanderbilt-1,80.0,214.0
wagnemo01,https://www.basketball-reference.com/players/w/wagnemo01.html,ok,,1997-04-26,2015.0,97.0,https://www.sports-reference.com/cbb/players/moritz-wagner-1.html,moritz-wagner-1,83.0,245.0
walkelo01,https://www.basketball-reference.com/players/w/walkelo01.html,ok,,1998-12-14,2017.0,17.0,https://www.sports-reference.com/cbb/players/lonnie-walker-2.html,lonnie-walker-2,76.0,204.0
wanambr01,https://www.basketball-reference.com/players/w/wanambr01.html,ok,,1989-07-25,2007.0,89.0,https://www.sports-reference.com/cbb/players/brad-wanamaker-1.html,brad-wanamaker-1,75.0,210.0
washbju01,https://www.basketball-reference.com/players/w/washbju01.html,ok,,1991-12-18,,,https://www.sports-reference.com/cbb/players/julian-washburn-1.html,julian-washburn-1,80.0,210.0
